,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
21163,ENSG00000144736,SHQ1,Stim8hr,118.0,138,93,231,-4.463766191498371,True,32.802392446976384,False,>10 DE genes,on-target KD,ENSG00000144736,ENSG00000144736_Stim8hr,SHQ1
21164,ENSG00000156709,AIFM1,Stim8hr,265.0,52,6,58,-11.633401624774432,True,61.22935505397964,True,>10 DE genes,on-target KD,ENSG00000156709,ENSG00000156709_Stim8hr,AIFM1
21179,ENSG00000196182,STK40,Stim8hr,180.0,38,18,56,-5.93212340467776,True,49.85547129657819,False,>10 DE genes,on-target KD,ENSG00000196182,ENSG00000196182_Stim8hr,STK40
21181,ENSG00000204569,PPP1R10,Stim8hr,123.0,120,21,141,-2.721183981591832,False,104.26494619543948,False,>10 DE genes,no on-target KD,ENSG00000204569,ENSG00000204569_Stim8hr,PPP1R10
21204,ENSG00000118181,RPS25,Rest,127.0,77,10,87,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000118181,ENSG00000118181_Rest,RPS25
21221,ENSG00000164048,ZNF589,Rest,667.0,48,5,53,-11.740737545299448,True,21.59920751983377,False,>10 DE genes,on-target KD,ENSG00000164048,ENSG00000164048_Rest,ZNF589
21222,ENSG00000164105,SAP30,Rest,544.0,28,12,40,-14.207362426411054,True,42.70952093770035,False,>10 DE genes,on-target KD,ENSG00000164105,ENSG00000164105_Rest,SAP30
21225,ENSG00000171456,ASXL1,Rest,950.0,91,184,275,-30.36446836305453,True,166.84596279244224,False,>10 DE genes,on-target KD,ENSG00000171456,ENSG00000171456_Rest,ASXL1
21227,ENSG00000176371,ZSCAN2,Rest,732.0,159,38,197,-6.00563677211975,True,5.775548085207844,False,>10 DE genes,on-target KD,ENSG00000176371,ENSG00000176371_Rest,ZSCAN2
21228,ENSG00000180233,ZNRF2,Rest,366.0,34,8,42,-9.61917194661708,True,57.99918252317432,False,>10 DE genes,on-target KD,ENSG00000180233,ENSG00000180233_Rest,ZNRF2
21230,ENSG00000184203,PPP1R2,Rest,1001.0,392,443,835,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000184203,ENSG00000184203_Rest,PPP1R2
21241,ENSG00000065615,CYB5R4,Stim48hr,145.0,714,314,1028,-9.931774718479058,True,99.86870038420228,False,>10 DE genes,on-target KD,ENSG00000065615,ENSG00000065615_Stim48hr,CYB5R4
21245,ENSG00000111790,FGFR1OP2,Stim48hr,263.0,91,27,118,-15.09344209552432,True,105.14993808992544,True,>10 DE genes,on-target KD,ENSG00000111790,ENSG00000111790_Stim48hr,FGFR1OP2
21249,ENSG00000128789,PSMG2,Stim48hr,839.0,30,11,41,-12.237288726444714,True,125.70430492147004,True,>10 DE genes,on-target KD,ENSG00000128789,ENSG00000128789_Stim48hr,PSMG2
21251,ENSG00000131236,CAP1,Stim48hr,298.0,65,15,80,-5.641633550617785,True,12.992255092137606,False,>10 DE genes,on-target KD,ENSG00000131236,ENSG00000131236_Stim48hr,CAP1
21268,ENSG00000170604,IRF2BP1,Stim48hr,227.0,47,59,106,-5.876812785406535,True,16.457090350374415,False,>10 DE genes,on-target KD,ENSG00000170604,ENSG00000170604_Stim48hr,IRF2BP1
21269,ENSG00000170634,ACYP2,Stim48hr,639.0,260,142,402,-7.496609350266064,True,31.233555638063496,False,>10 DE genes,on-target KD,ENSG00000170634,ENSG00000170634_Stim48hr,ACYP2
21281,ENSG00000197774,EME2,Stim48hr,205.0,16,20,36,-0.6742678104239261,False,1.3052207053077516,False,>10 DE genes,no on-target KD,ENSG00000197774,ENSG00000197774_Stim48hr,EME2
21290,ENSG00000065615,CYB5R4,Stim8hr,211.0,960,715,1675,-12.691617821811455,True,81.44453042694641,False,>10 DE genes,on-target KD,ENSG00000065615,ENSG00000065615_Stim8hr,CYB5R4
21291,ENSG00000066117,SMARCD1,Stim8hr,227.0,41,13,54,-11.359309892023305,True,104.77562955102606,False,>10 DE genes,on-target KD,ENSG00000066117,ENSG00000066117_Stim8hr,SMARCD1
21299,ENSG00000111671,SPSB2,Stim8hr,926.0,32,3,35,-9.352203613642258,True,9.838830150288777,False,>10 DE genes,on-target KD,ENSG00000111671,ENSG00000111671_Stim8hr,SPSB2
21304,ENSG00000119431,HDHD3,Stim8hr,867.0,103,15,118,-8.55002616968948,True,12.326594955183696,False,>10 DE genes,on-target KD,ENSG00000119431,ENSG00000119431_Stim8hr,HDHD3
21305,ENSG00000120733,KDM3B,Stim8hr,280.0,78,62,140,-12.66818726285399,True,68.04645659938716,False,>10 DE genes,on-target KD,ENSG00000120733,ENSG00000120733_Stim8hr,KDM3B
21310,ENSG00000135426,TESPA1,Stim8hr,1139.0,1445,530,1975,-22.38967924680117,True,113.13250953602513,False,>10 DE genes,on-target KD,ENSG00000135426,ENSG00000135426_Stim8hr,TESPA1
21314,ENSG00000149547,EI24,Stim8hr,154.0,36,12,48,-10.24290127934192,True,84.98971048515172,False,>10 DE genes,on-target KD,ENSG00000149547,ENSG00000149547_Stim8hr,EI24
21320,ENSG00000167523,SPATA33,Stim8hr,325.0,152,12,164,-6.194381891555332,True,14.251672730380102,True,>10 DE genes,on-target KD,ENSG00000167523,ENSG00000167523_Stim8hr,SPATA33
21324,ENSG00000179588,ZFPM1,Stim8hr,239.0,2749,763,3512,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000179588,ENSG00000179588_Stim8hr,ZFPM1
21329,ENSG00000186432,KPNA4,Stim8hr,669.0,56,15,71,-27.871124430034865,True,145.4869066981202,False,>10 DE genes,on-target KD,ENSG00000186432,ENSG00000186432_Stim8hr,KPNA4
21344,ENSG00000101442,ACTR5,Stim48hr,1105.0,211,163,374,-10.505817096565808,True,13.336898632700548,False,>10 DE genes,on-target KD,ENSG00000101442,ENSG00000101442_Stim48hr,ACTR5
21356,ENSG00000140943,MBTPS1,Stim48hr,115.0,804,467,1271,-7.135912951816285,True,52.487367786790806,False,>10 DE genes,on-target KD,ENSG00000140943,ENSG00000140943_Stim48hr,MBTPS1
21365,ENSG00000158864,NDUFS2,Stim48hr,1249.0,42,51,93,-29.572673516174685,True,119.6933830048076,False,>10 DE genes,on-target KD,ENSG00000158864,ENSG00000158864_Stim48hr,NDUFS2
21381,ENSG00000184162,NR2C2AP,Stim48hr,750.0,59,62,121,-12.650239246369772,False,30.44129908844923,True,>10 DE genes,putative off-target,ENSG00000184162,ENSG00000184162_Stim48hr,NR2C2AP
21383,ENSG00000185624,P4HB,Stim48hr,516.0,115,16,131,-5.406794202399215,True,8.932537094756723,False,>10 DE genes,on-target KD,ENSG00000185624,ENSG00000185624_Stim48hr,P4HB
21387,ENSG00000273045,C2orf15,Stim48hr,260.0,127,140,267,-0.117898527250628,True,0.4625765516104206,False,>10 DE genes,on-target KD,ENSG00000273045,ENSG00000273045_Stim48hr,C2orf15
21395,ENSG00000089123,TASP1,Stim48hr,609.0,30,38,68,-7.010290655533674,True,9.4660330560168,False,>10 DE genes,on-target KD,ENSG00000089123,ENSG00000089123_Stim48hr,TASP1
21396,ENSG00000099901,RANBP1,Stim48hr,404.0,35,44,79,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000099901,ENSG00000099901_Stim48hr,RANBP1
21406,ENSG00000126524,SBDS,Stim48hr,304.0,54,24,78,-6.08469380609448,True,28.838578884717723,False,>10 DE genes,on-target KD,ENSG00000126524,ENSG00000126524_Stim48hr,SBDS
21409,ENSG00000136243,NUPL2,Stim48hr,615.0,60,30,90,-8.340530399751113,True,23.51483814253305,False,>10 DE genes,on-target KD,ENSG00000136243,ENSG00000136243_Stim48hr,NUP42
21413,ENSG00000141985,SH3GL1,Stim48hr,122.0,98,73,171,-2.5255934869437,True,27.94074631594672,False,>10 DE genes,on-target KD,ENSG00000141985,ENSG00000141985_Stim48hr,SH3GL1
21421,ENSG00000162191,UBXN1,Stim48hr,933.0,308,232,540,-7.25498857610862,True,46.87751779667175,False,>10 DE genes,on-target KD,ENSG00000162191,ENSG00000162191_Stim48hr,UBXN1
21441,ENSG00000054116,TRAPPC3,Rest,121.0,279,28,307,-3.340412560298762,True,90.04971157068066,False,>10 DE genes,on-target KD,ENSG00000054116,ENSG00000054116_Rest,TRAPPC3
21444,ENSG00000066827,ZFAT,Rest,726.0,14,31,45,-5.922860176453248,True,7.352237631751857,False,>10 DE genes,on-target KD,ENSG00000066827,ENSG00000066827_Rest,ZFAT
21448,ENSG00000100711,ZFYVE21,Rest,156.0,125,35,160,-5.538132174540073,True,21.34579985717975,False,>10 DE genes,on-target KD,ENSG00000100711,ENSG00000100711_Rest,ZFYVE21
21453,ENSG00000113048,MRPS27,Rest,231.0,36,12,48,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000113048,ENSG00000113048_Rest,MRPS27
21454,ENSG00000116001,TIA1,Rest,1141.0,58,10,68,-21.939732068585865,True,81.23750887035978,False,>10 DE genes,on-target KD,ENSG00000116001,ENSG00000116001_Rest,TIA1
21464,ENSG00000148175,STOM,Rest,1083.0,41,18,59,-15.915496127469932,True,43.61856382502536,False,>10 DE genes,on-target KD,ENSG00000148175,ENSG00000148175_Rest,STOM
21466,ENSG00000153147,SMARCA5,Rest,223.0,1331,1455,2786,-15.575834259022333,True,118.87740265658272,False,>10 DE genes,on-target KD,ENSG00000153147,ENSG00000153147_Rest,SMARCA5
21478,ENSG00000169359,SLC33A1,Rest,233.0,27,5,32,-6.472278829024694,True,25.5409546783208,False,>10 DE genes,on-target KD,ENSG00000169359,ENSG00000169359_Rest,SLC33A1
21480,ENSG00000173193,PARP14,Rest,1695.0,290,84,374,-30.6544149571838,True,119.0874594978669,False,>10 DE genes,on-target KD,ENSG00000173193,ENSG00000173193_Rest,PARP14
21482,ENSG00000187231,SESTD1,Rest,299.0,59,141,200,-3.3654407795634653,True,6.350864269479211,False,>10 DE genes,on-target KD,ENSG00000187231,ENSG00000187231_Rest,SESTD1
21483,ENSG00000187601,MAGEH1,Rest,1167.0,84,8,92,-14.033444125737764,True,20.75760834919364,False,>10 DE genes,on-target KD,ENSG00000187601,ENSG00000187601_Rest,MAGEH1
21487,ENSG00000276043,UHRF1,Rest,217.0,185,79,264,2.084287929183808,False,162.02923891389352,False,>10 DE genes,no on-target KD,ENSG00000276043,ENSG00000276043_Rest,UHRF1
21493,ENSG00000057935,MTA3,Stim8hr,358.0,854,199,1053,-8.968521551341093,True,28.01677900901348,False,>10 DE genes,on-target KD,ENSG00000057935,ENSG00000057935_Stim8hr,MTA3
21502,ENSG00000119414,PPP6C,Stim8hr,286.0,224,74,298,-15.711411505788856,True,119.57363814201818,False,>10 DE genes,on-target KD,ENSG00000119414,ENSG00000119414_Stim8hr,PPP6C
21506,ENSG00000135334,AKIRIN2,Stim8hr,226.0,30,7,37,-12.345403246660622,True,119.3667975483939,False,>10 DE genes,on-target KD,ENSG00000135334,ENSG00000135334_Stim8hr,AKIRIN2
21510,ENSG00000138614,INTS14,Stim8hr,200.0,595,187,782,-8.838605150776573,True,50.44110025170262,False,>10 DE genes,on-target KD,ENSG00000138614,ENSG00000138614_Stim8hr,INTS14
21531,ENSG00000198841,KTI12,Stim8hr,564.0,365,461,826,-9.91023356262024,True,23.20618907882348,False,>10 DE genes,on-target KD,ENSG00000198841,ENSG00000198841_Stim8hr,KTI12
21534,ENSG00000224420,ADM5,Stim8hr,1952.0,25,7,32,-4.184098266110551,True,3.3828709472855616,False,>10 DE genes,on-target KD,ENSG00000224420,ENSG00000224420_Stim8hr,ADM5
21538,ENSG00000000419,DPM1,Stim8hr,666.0,129,136,265,-26.489016453885213,True,161.95378865590766,True,>10 DE genes,on-target KD,ENSG00000000419,ENSG00000000419_Stim8hr,DPM1
21555,ENSG00000129657,SEC14L1,Stim8hr,169.0,344,302,646,-2.810861061256782,True,50.36082649233367,False,>10 DE genes,on-target KD,ENSG00000129657,ENSG00000129657_Stim8hr,SEC14L1
21562,ENSG00000139546,TARBP2,Stim8hr,379.0,54,14,68,-11.471914279200185,True,32.43535437405543,True,>10 DE genes,on-target KD,ENSG00000139546,ENSG00000139546_Stim8hr,TARBP2
21570,ENSG00000166860,ZBTB39,Stim8hr,323.0,194,65,259,-7.977099686313591,True,24.53365679176195,False,>10 DE genes,on-target KD,ENSG00000166860,ENSG00000166860_Stim8hr,ZBTB39
21590,ENSG00000048544,MRPS10,Stim48hr,283.0,98,98,196,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000048544,ENSG00000048544_Stim48hr,MRPS10
21610,ENSG00000147677,EIF3H,Stim48hr,172.0,107,80,187,-13.361074982637197,True,153.7837014272826,False,>10 DE genes,on-target KD,ENSG00000147677,ENSG00000147677_Stim48hr,EIF3H
21613,ENSG00000158604,TMED4,Stim48hr,911.0,31,10,41,-24.040448508986948,True,89.71130033560414,False,>10 DE genes,on-target KD,ENSG00000158604,ENSG00000158604_Stim48hr,TMED4
21617,ENSG00000162396,PARS2,Stim48hr,162.0,327,221,548,-2.6384303151722244,True,6.186922401039388,False,>10 DE genes,on-target KD,ENSG00000162396,ENSG00000162396_Stim48hr,PARS2
21623,ENSG00000170906,NDUFA3,Stim48hr,206.0,36,24,60,-12.37741144281045,True,107.12855159789784,False,>10 DE genes,on-target KD,ENSG00000170906,ENSG00000170906_Stim48hr,NDUFA3
21628,ENSG00000182866,LCK,Stim48hr,107.0,613,303,916,-9.689430654295728,True,160.51365019802734,False,>10 DE genes,on-target KD,ENSG00000182866,ENSG00000182866_Stim48hr,LCK
21631,ENSG00000204231,RXRB,Stim48hr,470.0,239,183,422,-4.545801023073518,True,33.284699649098506,False,>10 DE genes,on-target KD,ENSG00000204231,ENSG00000204231_Stim48hr,RXRB
21635,ENSG00000276234,TADA2A,Stim48hr,300.0,144,137,281,-8.9448627189889,True,42.4959050353114,False,>10 DE genes,on-target KD,ENSG00000276234,ENSG00000276234_Stim48hr,TADA2A
21642,ENSG00000100129,EIF3L,Stim48hr,292.0,146,60,206,-19.77230018851277,True,284.42397193189873,False,>10 DE genes,on-target KD,ENSG00000100129,ENSG00000100129_Stim48hr,EIF3L
21648,ENSG00000116761,CTH,Stim48hr,753.0,96,58,154,-12.923824925449225,True,51.24496984211082,False,>10 DE genes,on-target KD,ENSG00000116761,ENSG00000116761_Stim48hr,CTH
21655,ENSG00000135972,MRPS9,Stim48hr,89.0,203,69,272,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000135972,ENSG00000135972_Stim48hr,MRPS9
21658,ENSG00000140990,NDUFB10,Stim48hr,144.0,15,17,32,-10.560977624772224,True,112.83352613760982,False,>10 DE genes,on-target KD,ENSG00000140990,ENSG00000140990_Stim48hr,NDUFB10
21664,ENSG00000163319,MRPS18C,Stim48hr,163.0,18,35,53,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000163319,ENSG00000163319_Stim48hr,MRPS18C
21669,ENSG00000166024,R3HCC1L,Stim48hr,463.0,153,31,184,-12.282782578583424,True,29.543351665945625,False,>10 DE genes,on-target KD,ENSG00000166024,ENSG00000166024_Stim48hr,R3HCC1L
21678,ENSG00000186480,INSIG1,Stim48hr,299.0,463,268,731,-10.735481610476596,True,252.8078784840916,False,>10 DE genes,on-target KD,ENSG00000186480,ENSG00000186480_Stim48hr,INSIG1
21679,ENSG00000198911,SREBF2,Stim48hr,338.0,35,58,93,-18.45008662170208,True,142.46109944619556,False,>10 DE genes,on-target KD,ENSG00000198911,ENSG00000198911_Stim48hr,SREBF2
21692,ENSG00000065029,ZNF76,Stim48hr,831.0,36,9,45,-10.728917328318952,True,16.02084204237947,False,>10 DE genes,on-target KD,ENSG00000065029,ENSG00000065029_Stim48hr,ZNF76
21727,ENSG00000179855,GIPC3,Stim48hr,513.0,314,281,595,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000179855,ENSG00000179855_Stim48hr,GIPC3
21742,ENSG00000055211,GINM1,Stim8hr,194.0,97,58,155,-8.974190111032192,True,44.166347644520805,False,>10 DE genes,on-target KD,ENSG00000055211,ENSG00000055211_Stim8hr,GINM1
21743,ENSG00000095319,NUP188,Stim8hr,231.0,74,26,100,-21.83903100196837,True,238.0277374343705,True,>10 DE genes,on-target KD,ENSG00000095319,ENSG00000095319_Stim8hr,NUP188
21755,ENSG00000138081,FBXO11,Stim8hr,809.0,23,90,113,-15.138281626121248,True,38.33918742807728,False,>10 DE genes,on-target KD,ENSG00000138081,ENSG00000138081_Stim8hr,FBXO11
21770,ENSG00000163319,MRPS18C,Stim8hr,271.0,40,23,63,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000163319,ENSG00000163319_Stim8hr,MRPS18C
21788,ENSG00000039523,RIPOR1,Stim8hr,177.0,59,30,89,-2.69755593453314,False,6.147188656655781,False,>10 DE genes,no on-target KD,ENSG00000039523,ENSG00000039523_Stim8hr,RIPOR1
21789,ENSG00000069399,BCL3,Stim8hr,179.0,45,68,113,-12.723267865010468,True,150.9471507330673,False,>10 DE genes,on-target KD,ENSG00000069399,ENSG00000069399_Stim8hr,BCL3
21794,ENSG00000101247,NDUFAF5,Stim8hr,278.0,58,14,72,-2.525514678875967,True,22.149620330146472,False,>10 DE genes,on-target KD,ENSG00000101247,ENSG00000101247_Stim8hr,NDUFAF5
21811,ENSG00000143870,PDIA6,Stim8hr,768.0,131,20,151,-22.544628272646705,True,134.07110844541495,False,>10 DE genes,on-target KD,ENSG00000143870,ENSG00000143870_Stim8hr,PDIA6
21812,ENSG00000144580,CNOT9,Stim8hr,144.0,192,59,251,-10.455157888484695,True,158.27226934051387,False,>10 DE genes,on-target KD,ENSG00000144580,ENSG00000144580_Stim8hr,CNOT9
21815,ENSG00000152642,GPD1L,Stim8hr,455.0,31,9,40,-10.303662200249809,True,26.824993180366963,False,>10 DE genes,on-target KD,ENSG00000152642,ENSG00000152642_Stim8hr,GPD1L
21819,ENSG00000167286,CD3D,Stim8hr,185.0,3491,1493,4984,-14.856732152029188,True,421.3690925550965,True,>10 DE genes,on-target KD,ENSG00000167286,ENSG00000167286_Stim8hr,CD3D
21824,ENSG00000177426,TGIF1,Stim8hr,426.0,21,16,37,-10.761533801045712,True,41.12547636718966,False,>10 DE genes,on-target KD,ENSG00000177426,ENSG00000177426_Stim8hr,TGIF1
21832,ENSG00000188690,UROS,Stim8hr,247.0,86,47,133,-11.832904876037258,True,83.64291257513202,True,>10 DE genes,on-target KD,ENSG00000188690,ENSG00000188690_Stim8hr,UROS
21840,ENSG00000011376,LARS2,Rest,352.0,87,35,122,-7.010219356401855,True,16.039486156260327,False,>10 DE genes,on-target KD,ENSG00000011376,ENSG00000011376_Rest,LARS2
21845,ENSG00000079313,REXO1,Rest,1434.0,14,17,31,-13.451546795359922,True,27.41720038473719,False,>10 DE genes,on-target KD,ENSG00000079313,ENSG00000079313_Rest,REXO1
21856,ENSG00000114978,MOB1A,Rest,793.0,281,93,374,-25.06202138609989,True,59.98162933339195,False,>10 DE genes,on-target KD,ENSG00000114978,ENSG00000114978_Rest,MOB1A
21859,ENSG00000124795,DEK,Rest,771.0,82,12,94,-20.208600282230524,True,180.56408010652987,False,>10 DE genes,on-target KD,ENSG00000124795,ENSG00000124795_Rest,DEK
21864,ENSG00000140992,PDPK1,Rest,158.0,123,61,184,-5.480234067639612,True,21.34430137191788,False,>10 DE genes,on-target KD,ENSG00000140992,ENSG00000140992_Rest,PDPK1
21865,ENSG00000144554,FANCD2,Rest,310.0,69,38,107,-7.365840827357784,True,24.50165962895395,False,>10 DE genes,on-target KD,ENSG00000144554,ENSG00000144554_Rest,FANCD2
21872,ENSG00000173486,FKBP2,Rest,219.0,2205,1049,3254,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000173486,ENSG00000173486_Rest,FKBP2
21878,ENSG00000187608,ISG15,Rest,552.0,125,24,149,-15.923810082911944,True,137.1547618905597,False,>10 DE genes,on-target KD,ENSG00000187608,ENSG00000187608_Rest,ISG15
21880,ENSG00000197147,LRRC8B,Rest,504.0,27,5,32,-10.443101711443942,True,25.29676982392728,False,>10 DE genes,on-target KD,ENSG00000197147,ENSG00000197147_Rest,LRRC8B
21888,ENSG00000041880,PARP3,Stim48hr,127.0,289,127,416,-1.5256835656725478,False,4.245396151922067,False,>10 DE genes,no on-target KD,ENSG00000041880,ENSG00000041880_Stim48hr,PARP3
21894,ENSG00000102081,FMR1,Stim48hr,135.0,65,51,116,-5.436939676441975,True,33.34760870136119,False,>10 DE genes,on-target KD,ENSG00000102081,ENSG00000102081_Stim48hr,FMR1
21897,ENSG00000117505,DR1,Stim48hr,495.0,300,295,595,-26.493230947348504,True,253.85188374901588,False,>10 DE genes,on-target KD,ENSG00000117505,ENSG00000117505_Stim48hr,DR1
21902,ENSG00000130159,ECSIT,Stim48hr,436.0,326,368,694,-13.014000296798857,True,48.10845857776976,False,>10 DE genes,on-target KD,ENSG00000130159,ENSG00000130159_Stim48hr,ECSIT
21905,ENSG00000138674,SEC31A,Stim48hr,509.0,39,21,60,-18.450876214170982,True,123.0338380955654,False,>10 DE genes,on-target KD,ENSG00000138674,ENSG00000138674_Stim48hr,SEC31A
21917,ENSG00000165046,LETM2,Stim48hr,491.0,257,129,386,-6.1532450055532255,True,17.29379151792791,False,>10 DE genes,on-target KD,ENSG00000165046,ENSG00000165046_Stim48hr,LETM2
21918,ENSG00000166266,CUL5,Stim48hr,149.0,34,18,52,-8.967707739131592,True,68.55423009758178,False,>10 DE genes,on-target KD,ENSG00000166266,ENSG00000166266_Stim48hr,CUL5
21920,ENSG00000168685,IL7R,Stim48hr,250.0,38,61,99,-1.6831508829372883,False,26.167996750708685,False,>10 DE genes,no on-target KD,ENSG00000168685,ENSG00000168685_Stim48hr,IL7R
21927,ENSG00000177463,NR2C2,Stim48hr,337.0,84,129,213,-13.1663861358755,True,61.97358873929164,False,>10 DE genes,on-target KD,ENSG00000177463,ENSG00000177463_Stim48hr,NR2C2
21928,ENSG00000181090,EHMT1,Stim48hr,1626.0,272,186,458,-16.897822586316792,True,83.68667737797445,True,>10 DE genes,on-target KD,ENSG00000181090,ENSG00000181090_Stim48hr,EHMT1
21937,ENSG00000257529,RPL36A-HNRNPH2,Stim48hr,173.0,315,302,617,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000257529,ENSG00000257529_Stim48hr,RPL36A-HNRNPH2
21951,ENSG00000104047,DTWD1,Stim8hr,248.0,21,17,38,-7.813196923074769,True,23.81712867847154,False,>10 DE genes,on-target KD,ENSG00000104047,ENSG00000104047_Stim8hr,DTWD1
21959,ENSG00000132507,EIF5A,Stim8hr,79.0,413,312,725,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000132507,ENSG00000132507_Stim8hr,EIF5A
21967,ENSG00000156017,CARNMT1,Stim8hr,947.0,24,23,47,-25.219733267863575,True,140.95129808732392,False,>10 DE genes,on-target KD,ENSG00000156017,ENSG00000156017_Stim8hr,CARNMT1
21975,ENSG00000174915,PTDSS2,Stim8hr,263.0,27,74,101,-6.1574635837938,True,21.82961014417901,False,>10 DE genes,on-target KD,ENSG00000174915,ENSG00000174915_Stim8hr,PTDSS2
21978,ENSG00000183092,BEGAIN,Stim8hr,662.0,20,24,44,-1.116811637987526,True,0.8437780553173722,False,>10 DE genes,on-target KD,ENSG00000183092,ENSG00000183092_Stim8hr,BEGAIN
22002,ENSG00000114395,CYB561D2,Stim8hr,926.0,57,31,88,-17.396016703171238,True,31.70643903771155,False,>10 DE genes,on-target KD,ENSG00000114395,ENSG00000114395_Stim8hr,CYB561D2
22014,ENSG00000138684,IL21,Stim8hr,593.0,70,51,121,-3.7828360341273695,True,13.065751013793744,False,>10 DE genes,on-target KD,ENSG00000138684,ENSG00000138684_Stim8hr,IL21
22015,ENSG00000139197,PEX5,Stim8hr,880.0,99,66,165,-10.982138026005812,True,19.02826354829228,False,>10 DE genes,on-target KD,ENSG00000139197,ENSG00000139197_Stim8hr,PEX5
22016,ENSG00000139990,DCAF5,Stim8hr,752.0,49,18,67,-16.251343734902136,True,39.29377450264036,False,>10 DE genes,on-target KD,ENSG00000139990,ENSG00000139990_Stim8hr,DCAF5
22018,ENSG00000140992,PDPK1,Stim8hr,130.0,46,22,68,-5.5298262377725,True,26.873569564011145,False,>10 DE genes,on-target KD,ENSG00000140992,ENSG00000140992_Stim8hr,PDPK1
22022,ENSG00000148840,PPRC1,Stim8hr,311.0,23,17,40,-9.904372191482535,True,130.74867187050768,False,>10 DE genes,on-target KD,ENSG00000148840,ENSG00000148840_Stim8hr,PPRC1
22025,ENSG00000165699,TSC1,Stim8hr,371.0,237,110,347,-8.364643948878227,True,18.68432649379353,False,>10 DE genes,on-target KD,ENSG00000165699,ENSG00000165699_Stim8hr,TSC1
