gene_name,chrom,tss,strand
PRR27,chr4,70133616,+
TYSND1,chr10,70146700,-
LRRC40,chr1,70205579,-
SAR1A,chr10,70170523,-
C2orf42,chr2,70248615,-
KCNJ2,chr17,70168673,+
CLEC18C,chr16,70173322,+
DGAT2L6,chrX,70177483,+
MDFIC2,chr3,70312638,-
ODAM,chr4,70195725,+
PPA1,chr10,70233911,-
FADD,chr11,70203296,+
SRSF11,chr1,70205682,+
TIA1,chr2,70248660,-
COL9A1,chr6,70303084,-
FDCSP,chr4,70226124,+
AWAT1,chrX,70234655,+
CSN3,chr4,70238382,+
CNOT2,chr12,70243002,+
EXOSC6,chr16,70251940,-
NPFFR1,chr10,70284004,-
AARS1,chr16,70289707,-
PCYOX1,chr2,70257386,+
P2RY4,chrX,70260204,-
SMC5,chr9,70258978,+
ANKRD13C,chr1,70354734,-
ARR3,chrX,70268305,+
PPFIA1,chr11,70270690,+
PDZD11,chrX,70290514,-
SNRPG,chr2,70293740,-
RAB41,chrX,70282093,+
SOCS6,chr18,70289045,+
DDX19B,chr16,70289663,+
KIF4A,chrX,70290104,+
FAM136A,chr2,70302067,-
LRRC20,chr10,70382650,-
ENSG00000260537,chr16,70299214,+
COX16,chr14,70416984,-
SYNJ2BP-COX16,chr14,70417074,-
CABS1,chr4,70334981,+
DDX19A,chr16,70346861,+
ANKRD13C-DT,chr1,70354780,+
SMR3A,chr4,70360760,+
KCNMB4,chr12,70366290,+
SYNJ2BP,chr14,70417090,-
SMR3B,chr4,70370093,+
ST3GAL2,chr16,70439237,-
KLF9,chr9,70414657,-
OPRPN,chr4,70397931,+
CTTN,chr11,70398404,+
EIF4EBP2,chr10,70404145,+
CTH,chr1,70411218,+
FAM135A,chr6,70412941,+
ADAM21,chr14,70417107,+
GDPD2,chrX,70423031,+
MUC7,chr4,70430492,+
NODAL,chr10,70447951,-
DLG3,chrX,70444835,+
TGFA,chr2,70554193,-
FCSK,chr16,70454595,+
SHANK2,chr11,71252577,-
PALD1,chr10,70478767,+
COG4,chr16,70523560,-
ENSG00000293691,chr5,70487719,+
ENSG00000293689,chr5,70508196,+
PTPRB,chr12,70637429,-
AMTN,chr4,70518569,+
ADAM20,chr14,70535015,-
SF3B3,chr16,70523791,+
TEX11,chrX,70908711,-
TRPM3,chr9,71446977,-
SDHAF4,chr6,70566917,+
TRAM1,chr8,70608416,-
IL34,chr16,70579895,+
MED6,chr14,70600690,-
AMBN,chr4,70592256,+
PRF1,chr10,70602759,-
ADD2,chr2,70768225,-
ENAM,chr4,70628744,+
LACTB2,chr8,70669185,-
PTPRR,chr12,70920738,-
TTC9,chr14,70641916,+
UACA,chr15,70763558,-
JCHAIN,chr4,70681817,-
MTSS2,chr16,70686053,-
SMAP1,chr6,70667776,+
XKR9,chr8,70669339,+
ADAMTS14,chr10,70672506,+
VAC14,chr16,70801158,-
UTP3,chr4,70688532,+
RUFY3,chr4,70704204,+
MAP3K9,chr14,70809534,-
TBATA,chr10,70785401,-
FIGLA,chr2,70790643,-
HYDIN,chr16,71230722,-
CLEC4F,chr2,70820599,-
GRSF1,chr4,70839890,-
SGPL1,chr10,70815927,+
LARP6,chr15,70854157,-
CD207,chr2,70835816,-
PTGER3,chr1,71047816,-
LRRC49,chr15,70853239,+
B3GAT2,chr6,70957060,-
THAP10,chr15,70892433,-
PCBD1,chr10,70888565,-
VAX2,chr2,70900576,+
SERF1A,chr5,70900669,+
MOB1B,chr4,70902326,+
PCNX1,chr14,70907459,+
SMN1,chr5,70925030,+
SLC7A3,chrX,70931125,-
ATP6V1B1,chr2,70935900,+
ENSG00000258881,chr2,70995336,-
FOXP1,chr3,71583978,-
ENSG00000285708,chr3,71754229,-
NAIP,chr5,71025339,-
TEX261,chr2,70994873,-
ANKRD53,chr2,70978380,+
DCK,chr4,70992538,+
GTF2H2,chr5,71067676,-
SNX12,chrX,71073426,-
SLC4A4,chr4,71062667,+
ZRANB2,chr1,71081289,-
NAGK,chr2,71064344,+
FOXO4,chrX,71095851,+
THSD4,chr15,71096952,+
CXorf65,chrX,71106740,-
ENSG00000285171,chrX,71111575,-
IL2RG,chrX,71112108,-
MCEE,chr2,71130239,-
MED12,chrX,71118543,+
TSPAN8,chr12,71441898,-
MPHOSPH10,chr2,71130310,+
GALNT17,chr7,71132144,+
NLGN3,chrX,71144821,+
PAIP2B,chr2,71227103,-
EYA1,chr8,71568767,-
UNC5B,chr10,71212570,+
GJB1,chrX,71212811,+
ZMYM3,chrX,71255146,-
NONO,chrX,71254814,+
ZNF638,chr2,71276561,+
CMTR2,chr16,71289715,-
OGFRL1,chr6,71288811,+
ITGB1BP2,chrX,71301750,+
SLC29A3,chr10,71319259,+
SIPA1L1,chr14,71320449,+
CALB2,chr16,71358713,+
TAF1,chrX,71366136,+
NEGR1,chr1,72282539,-
CDH23,chr10,71396920,+
DHCR7,chr11,71452868,-
TLE7,chr16,71442054,-
DACH1,chr13,71867204,-
LGR5,chr12,71439798,+
ZNF23,chr16,71463095,-
ENSG00000261611,chr16,71489311,-
NADSYN1,chr11,71453203,+
DYSF,chr2,71453561,+
BDP1,chr5,71455651,+
ZNF19,chr16,71565089,-
CHST4,chr16,71525233,+
KRTAP5-7,chr11,71527267,+
OGT,chrX,71533101,+
KRTAP5-8,chr11,71538025,+
KRTAP5-9,chr11,71548420,+
KRTAP5-10,chr11,71565563,+
TAT,chr16,71577092,-
GCNA,chrX,71578437,+
MCCC2,chr5,71579531,+
KRTAP5-11,chr11,71603353,-
ZFC3H1,chr12,71667725,-
CXCR3,chrX,71618511,-
MARVELD3,chr16,71626161,+
PHLPP2,chr16,71724701,-
THAP2,chr12,71664301,+
ENSG00000283599,chrX,71667542,+
ENSG00000258064,chr12,71674204,+
EIF4E3,chr3,71754773,-
CEMIP2,chr9,71816690,-
TMEM19,chr12,71686082,+
C10orf105,chr10,71737824,-
CXorf49,chrX,71718285,-
CARTPT,chr5,71719275,+
AP1G1,chr16,71809201,-
GC,chr4,71804041,-
VSIR,chr10,71773520,-
GPR27,chr3,71753855,+
RAB21,chr12,71754863,+
CXorf49B,chrX,71763349,+
PROK2,chr3,71785206,-
CALN1,chr7,72447151,-
FAM86C1P,chr11,71787537,+
NR2E3,chr15,71792638,+
XNDC1N-ZNF705EP-ALG1L9P,chr11,71818238,-
ATXN1L,chr16,71808439,+
PSAP,chr10,71851251,-
ZNF705EP,chr11,71821548,-
MYO9A,chr15,72118577,-
DEFB108B,chr11,71833200,+
TBC1D15,chr12,71839707,+
MSC,chr8,71844412,-
IST1,chr16,71845996,+
ZNF821,chr16,71895336,-
ABHD17B,chr9,71911193,-
XNDC1N,chr11,71928654,-
DEFB131B,chr11,71878453,+
RIMS1,chr6,71886550,+
NHSL2,chrX,71910845,+
C9orf85,chr9,71911545,+
RNF121,chr11,71929032,+
PKD1L3,chr16,72000402,-
RGS6,chr14,71932429,+
TPH2,chr12,71938845,+
CHST3,chr10,71964395,+
IL18BP,chr11,71998613,+
NUMA1,chr11,72080693,-
DHODH,chr16,72008588,+
TRPA1,chr8,72075584,-
NPFFR2,chr4,72031902,+
ENSG00000310525,chr16,72093557,-
C9orf57,chr9,72072721,-
HP,chr16,72054505,+
SPOCK2,chr10,72089032,-
HPR,chr16,72063226,+
LRTOMT,chr11,72080331,+
LRRC51,chr11,72080337,+
TXNL4B,chr16,72094431,-
LAMTOR1,chr11,72103297,-
TRHDE,chr12,72087266,+
DHX38,chr16,72093613,+
ASCC1,chr10,72217134,-
TOMT,chr11,72105924,+
ANAPC15,chr11,72112780,-
MAP1B,chr5,72107234,+
PMFBP1,chr16,72176878,-
SENP8,chr15,72114258,+
GDA,chr9,72114595,+
FOLR3,chr11,72114869,+
SOX9,chr17,72121020,+
RTL5,chrX,72131915,-
CYP26B1,chr2,72147862,-
GRAMD2A,chr15,72197787,-
EXOC6B,chr2,72826041,-
PIN4,chrX,72181676,+
FOLR1,chr11,72189558,+
PKM,chr15,72231819,-
ERCC6L,chrX,72239027,-
MRPS27,chr5,72321717,-
ANAPC16,chr10,72216000,+
FOLR2,chr11,72216601,+
INPPL1,chr11,72223701,+
PHOX2A,chr11,72245664,-
PARP6,chr15,72272999,-
RPS4X,chrX,72277248,-
ENSG00000273025,chr15,72319946,-
DDIT4,chr10,72273924,+
ADAMTS3,chr4,72569221,-
CELF6,chr15,72320157,-
ENSG00000260729,chr15,72375981,-
CLPB,chr11,72434629,-
CITED1,chrX,72307187,-
ENSG00000285547,chrX,72572843,-
PTCD2,chr5,72320367,+
HDAC8,chrX,72573101,-
DNAJB12,chr10,72355149,-
HEXA,chr15,72376420,-
ZFAND5,chr9,72365235,-
MICU1,chr10,72626131,-
RYBP,chr3,72446621,-
TMEM202,chr15,72398302,+
ZNF366,chr5,72507410,-
ARIH1,chr15,72474330,+
TMC1,chr9,72521608,+
CBLN2,chr18,72638521,-
KCNB2,chr8,72537225,+
TYW1B,chr7,72828200,-
PDE2A,chr11,72674591,-
PHKA1,chrX,72714319,-
DPF3,chr14,72894101,-
KCNQ5,chr6,72621792,+
SLC39A11,chr17,73092712,-
GOLGA6B,chr15,72654697,+
HIGD2B,chr15,72686182,-
ARAP1,chr11,72793599,-
BBS4,chr15,72686186,+
MCU,chr10,72692143,+
MZT1,chr13,72727629,-
BORA,chr13,72727749,+
NETO1,chr18,72868146,-
SHQ1,chr3,72861914,-
ADPGK,chr15,72785846,-
DIS3,chr13,72782096,-
STARD10,chr11,72794047,-
DMRTC1B,chrX,72776890,+
FAM236B,chrX,72782660,-
PIBF1,chr13,72782133,+
ZFHX3,chr16,73891871,-
FAM236D,chrX,72808210,-
ATG16L2,chr11,72814406,+
TNPO1,chr5,72816312,+
FCHSD2,chr11,73142318,-
DMRTC1,chrX,72943837,-
POM121,chr7,72879349,+
SPR,chr2,72887408,+
GXYLT2,chr3,72888046,+
OIT3,chr10,72893584,+
ALDH1A1,chr9,73080442,-
FAM236C,chrX,72912615,+
EMX1,chr2,72916260,+
DCAF4,chr14,72926377,+
PLA2G12B,chr10,72954806,-
FAM236A,chrX,72938163,+
SFXN5,chr2,73075619,-
FCHO2,chr5,72956041,+
TRIM74,chr7,72969466,-
ZFYVE1,chr14,73027131,-
PPP4R2,chr3,72996811,+
PABPC1L2B,chrX,73002939,+
P4HA1,chr10,73096974,-
TERF1,chr8,73008860,+
SPDYE8,chr7,73029766,-
SPDYE11,chr7,73057911,-
NEO1,chr15,73051710,+
COX18,chr4,73069755,-
KLF5,chr13,73054976,+
RBM25,chr14,73058532,+
EBLN2,chr3,73061659,+
SBSPON,chr8,73124088,-
ANKRD17,chr4,73258798,-
RAB11FIP5,chr2,73156721,-
SPDYE9,chr7,73086038,-
PABPC1L2A,chrX,73079512,-
SPDYE10,chr7,73155431,-
NUDT13,chr10,73110375,+
TMEM171,chr5,73120569,+
ECD,chr10,73169055,-
PSEN1,chr14,73136418,+
ANXA1,chr9,73151865,+
SSTR2,chr17,73165010,+
FAM149B1,chr10,73168119,+
TMEM174,chr5,73173193,+
DNAJC9,chr10,73247255,-
COG1,chr17,73193055,+
NOTO,chr2,73202574,+
VCF1,chr17,73236753,-
ENSG00000243501,chr6,73263196,-
NAP1L2,chrX,73214851,-
SMYD5,chr2,73214245,+
P2RY2,chr11,73218281,+
KHDC1L,chr6,73225770,-
PRADC1,chr2,73233239,-
MTNAP1,chr17,73232233,+
CCT7,chr2,73233420,+
PAPLN,chr14,73237497,+
KHDC1,chr6,73310365,-
C8orf89,chr8,73259530,-
CPSF4L,chr17,73262352,-
MRPS16,chr10,73252693,-
CFAP70,chr10,73358864,-
FBXO41,chr2,73284478,-
P2RY6,chr11,73264498,+
NUMB,chr14,73466167,-
CDC42EP4,chr17,73312005,-
RPL7,chr8,73295789,-
EGR4,chr2,73293701,-
RDH10,chr8,73294602,+
NSUN5,chr7,73308826,-
ARHGEF17,chr11,73308276,+
TRIM50,chr7,73328082,-
HCN4,chr15,73368958,-
FKBP6,chr7,73328161,+
SDK2,chr17,73644445,-
DPPA5,chr6,73354276,-
KHDC3L,chr6,73362658,+
OOEP,chr6,73395133,-
ANXA7,chr10,73414076,-
RELT,chr11,73376399,+
PDZRN3,chr3,73624941,-
ALMS1,chr2,73385758,+
DDX43,chr6,73394828,+
ALB,chr4,73397114,+
FAM168A,chr11,73598189,-
CGAS,chr6,73452297,-
STAU2,chr8,73747708,-
MSS51,chr10,73433561,-
AFP,chr4,73431138,+
FZD9,chr7,73433778,+
PPP3CB,chr10,73496024,-
BAZ1B,chr7,73522293,-
REC114,chr15,73443164,+
FOXD1,chr5,73448777,-
CDX4,chrX,73447053,+
MTO1,chr6,73461578,+
HEATR4,chr14,73558947,-
AFM,chr4,73481745,+
EEF1A1,chr6,73525587,-
RIOX1,chr14,73490933,+
USP54,chr10,73626117,-
BTF3,chr5,73498408,+
BCL7B,chr7,73557690,-
ACOT1,chr14,73537143,+
ANKRA2,chr5,73565639,-
NPTN,chr15,73634134,-
CHIC1,chrX,73563197,+
UTP15,chr5,73565443,+
TBL2,chr7,73578791,-
ACOT2,chr14,73569213,+
RASSF6,chr4,73620631,-
ACOT4,chr14,73591873,+
MLXIPL,chr7,73624543,-
SLC17A5,chr6,73653992,-
ACOT6,chr14,73610945,+
ARHGEF28,chr5,73626158,+
MYOZ1,chr10,73641474,-
NAT8,chr2,73642422,-
DNAL1,chr14,73644875,+
SYNPO2L,chr10,73663803,-
PLEKHB1,chr11,73646178,+
VPS37D,chr7,73667831,+
AGAP5,chr10,73698109,-
BMS1P4-AGAP5,chr10,73730466,-
RAB6A,chr11,73761137,-
DNAJC30,chr7,73683453,-
BUD23,chr7,73683597,+
CD276,chr15,73683966,+
KLF12,chr13,74134404,-
ENSG00000258677,chr8,73878854,-
CD109,chr6,73695785,+
STX1A,chr7,73719669,-
NAT8B,chr2,73701340,-
PNMA1,chr14,73714384,-
MIDEAS,chr14,73790285,-
TPRKB,chr2,73737400,-
INSYN1,chr15,73753351,-
ABHD11,chr7,73738852,-
CXCL8,chr4,73740541,+
SEC24C,chr10,73744372,+
DUSP11,chr2,73780173,-
CLDN3,chr7,73770270,-
FUT11,chr10,73772276,+
UBE2W,chr8,73878910,-
CHCHD1,chr10,73782047,+
C2orf78,chr2,73784183,+
ZSWIM8,chr10,73785606,+
MRPL48,chr11,73787874,+
ENSG00000272916,chr10,73811651,-
CLDN4,chr7,73799542,+
NDST2,chr10,73811798,-
CAMK2G,chr10,73874591,-
STAMBP,chr2,73828916,+
METTL27,chr7,73842516,-
CXCL6,chr4,73836640,+
PTGR2,chr14,73851831,+
ENSG00000258653,chr14,73851971,+
PF4V1,chr4,73853296,+
TMEM270,chr7,73861159,+
CXCL1,chr4,73869393,+
COA4,chr11,73876901,-
TBC1D21,chr15,73873564,+
PAAF1,chr11,73876699,+
ZNF410,chr14,73886617,+
ACTG2,chr2,73892967,+
PLAU,chr10,73909177,+
LOXL1,chr15,73926462,+
DGUOK,chr2,73926826,+
FAM161B,chr14,73950414,-
ELOC,chr8,73972307,-
COQ6,chr14,73949926,+
DNAJB13,chr11,73951026,+
ENTPD5,chr14,74019399,-
TMEM70,chr8,73972437,+
UCP2,chr11,73982843,-
STOML1,chr15,73994622,-
PF4,chr4,73982027,-
ENSG00000288796,chr4,73988160,-
TET3,chr2,73984910,+
PPBP,chr4,73988276,-
LY96,chr8,73991392,+
PML,chr15,73994673,+
VCL,chr10,73995193,+
CXCL5,chr4,73998677,-
UCP3,chr11,74009085,-
C2CD3,chr11,74171210,-
BBOF1,chr14,74019349,+
LRRIQ3,chr1,74198176,-
ELN,chr7,74027789,+
CXCL3,chr4,74038807,-
ALDH6A1,chr14,74084453,-
GOLGA6A,chr15,74082550,-
FBXO15,chr18,74147843,-
LIMK1,chr7,74082933,+
LIN52,chr14,74084956,+
CXCL2,chr4,74099195,-
ISLR2,chr15,74100311,+
MTHFD2L,chr4,74114174,+
AP3M1,chr10,74150842,-
BOLA3,chr2,74147912,-
TIMM21,chr18,74148523,+
ADK,chr10,74151202,+
MOB1A,chr2,74178898,-
PPME1,chr11,74171267,+
ISLR,chr15,74173710,+
EIF4H,chr7,74174356,+
STRA6,chr15,74212267,-
MTHFD2,chr2,74186172,+
FPGT-TNNI3K,chr1,74198235,+
FPGT,chr1,74198238,+
LAT2,chr7,74199652,+
CCDC33,chr15,74202705,+
RPL38,chr17,74203582,+
ENSG00000264324,chr2,74363377,-
TTYH2,chr17,74213571,+
SLC4A5,chr2,74343416,-
RFC2,chr7,74254458,-
JPH1,chr8,74321540,-
TNNI3K,chr1,74235387,+
P4HA3,chr11,74311640,-
VSX2,chr14,74239449,+
CYB5A,chr18,74291973,-
CNTN3,chr3,74614659,-
DNAI2,chr17,74274234,+
ABCD4,chr14,74302997,-
CLIP2,chr7,74289407,+
PSMD7,chr16,74296814,+
VRTN,chr14,74303069,+
ZCCHC13,chrX,74304180,+
EPGN,chr4,74308470,+
C18orf63,chr18,74315839,+
GDAP1,chr8,74320613,+
KIF19,chr17,74326210,+
PGM2L1,chr11,74398433,-
CYP11A1,chr15,74367646,-
BTBD17,chr17,74361868,-
DCTN1,chr2,74392087,-
EREG,chr4,74365145,+
GPR142,chr17,74367458,+
NPIPB15,chr16,74376306,+
ENSG00000159239,chr2,74421662,-
SYNDIG1L,chr14,74426210,-
CLEC18B,chr16,74421478,-
SEMA7A,chr15,74433958,-
C2orf81,chr2,74421619,-
SLC16A2,chrX,74421493,+
WDR54,chr2,74421678,+
GPRC5C,chr17,74424851,+
RTKN,chr2,74442422,-
DIPK1C,chr18,74457944,-
AREG,chr4,74445136,+
UBL7,chr15,74461182,-
GLG1,chr16,74607144,-
GTF2IRD1,chr7,74453790,+
KCNE3,chr11,74467729,-
INO80B,chr2,74455087,+
INO80B-WBP1,chr2,74455088,+
WBP1,chr2,74458400,+
MOGS,chr2,74465410,-
CD300A,chr17,74466399,+
LRRC53,chr1,74512611,-
MRPL53,chr2,74472687,-
CCDC142,chr2,74483408,-
NPC2,chr14,74494177,-
TTC31,chr2,74483081,+
LIPT2,chr11,74493724,-
ISCA2,chr14,74493756,+
POLD3,chr11,74493851,+
CNDP2,chr18,74495816,+
RORB,chr9,74497335,+
LBX2,chr2,74503316,-
LTBP2,chr14,74612237,-
PCGF1,chr2,74507695,-
TLX2,chr2,74513463,+
DQX1,chr2,74526231,-
CD300LB,chr17,74531475,-
AUP1,chr2,74529706,-
HTRA2,chr2,74529596,+
LOXL3,chr2,74555690,-
CD300C,chr17,74546115,-
CNDP1,chr18,74534500,+
ATXN7L3B,chr12,74537835,+
ARID3B,chr15,74541206,+
DOK1,chr2,74549026,+
M1AP,chr2,74648338,-
CD300H,chr17,74567343,-
ERICH3,chr1,74673792,-
CD300LD,chr17,74592283,-
RLIM,chrX,74614624,-
ZNF407,chr18,74597870,+
CLK3,chr15,74598500,+
CD300E,chr17,74623738,-
RFWD3,chr16,74666877,-
ENC1,chr5,74641424,-
EDC3,chr15,74696292,-
HEXB,chr5,74640023,+
GTF2I,chr7,74650231,+
AREL1,chr14,74713108,-
SEMA4F,chr2,74654228,+
RAB37,chr17,74670578,+
MLKL,chr16,74700960,-
CD300LF,chr17,74712978,-
CHRDL2,chr11,74731426,-
CRYZ,chr1,74733408,-
FA2H,chr16,74774820,-
FCF1,chr14,74713144,+
CYP1A1,chr15,74725536,-
GFM2,chr5,74767147,-
TRPM6,chr9,74888094,-
NEXMIF,chrX,74925472,-
TYW3,chr1,74733152,+
BTC,chr4,74794523,-
NHERF1,chr17,74748628,+
CYP1A2,chr15,74748845,+
RNF169,chr11,74748849,+
YLPM1,chr14,74763316,+
NSA2,chr5,74766991,+
NAT9,chr17,74776367,-
NCF1,chr7,74774011,+
TMEM104,chr17,74776499,+
FAM169A,chr5,74866966,-
CSK,chr15,74782080,+
ENSG00000289346,chr7,74890585,-
GTF2IRD2,chr7,74851605,-
XRRA1,chr11,74949187,-
LMAN1L,chr15,74812816,+
PI15,chr8,74824534,+
KAT6B,chr10,74824927,+
CPLX3,chr15,74826627,+
HK2,chr2,74834127,+
ULK3,chr15,74843193,-
GRIN2C,chr17,74861504,-
SCAMP2,chr15,74873365,-
PROX2,chr14,74876154,-
FDXR,chr17,74873031,-
WDR59,chr16,75000173,-
FADS6,chr17,74893781,-
DLST,chr14,74881916,+
MPI,chr15,74890005,+
FAM219B,chr15,74906883,-
RPS6KL1,chr14,74923302,-
SPDYE12,chr7,74915078,-
USH1G,chr17,74923255,-
COX5A,chr15,74938083,-
OTOP2,chr17,74922950,+
PARM1,chr4,74933095,+
OTOP3,chr17,74935898,+
PGF,chr14,74955626,-
C9orf40,chr9,74952912,-
SPCS2,chr11,74949261,+
HID1,chr17,74973166,-
RPP25,chr15,74956772,-
SCAMP5,chr15,74995542,+
POLE4,chr2,74958643,+
CASTOR2,chr7,74964705,+
CARNMT1,chr9,75028423,-
CRISPLD1,chr8,74984505,+
CDR2L,chr17,74987632,+
NEU3,chr11,74988279,+
ZNRF1,chr16,74999024,+
EIF2B2,chr14,75002921,+
MRPL58,chr17,75012670,+
MLH3,chr14,75051532,-
PPCDC,chr15,75023587,+
GCNT4,chr5,75052558,-
RCC1L,chr7,75074228,-
KCTD2,chr17,75032575,+
DUSP29,chr10,75073642,-
ATP5PD,chr17,75046985,-
KCNC2,chr12,75209839,-
TACR1,chr2,75199520,-
ABCB7,chrX,75156732,-
ACYP1,chr14,75069483,-
NMRK1,chr9,75088217,-
ZC2HC1C,chr14,75064109,+
ANKRD31,chr5,75236878,-
NEK9,chr14,75127344,-
OR2AT4,chr11,75096876,-
COL12A1,chr6,75206053,-
SLC16A5,chr17,75087727,+
OSTF1,chr9,75088514,+
GTF2IRD2B,chr7,75092573,+
DUSP13B,chr10,75106499,-
DUSP13A,chr10,75109221,-
SAMD8,chr10,75099586,+
SLCO2B1,chr11,75100563,+
ARMC7,chr17,75109952,+
LDHD,chr16,75116780,-
LHX8,chr1,75128434,+
NT5C,chr17,75131744,-
TMED10,chr14,75176612,-
JPT1,chr17,75168281,-
ZFP1,chr16,75148494,+
UPRT,chrX,75156388,+
SUMO2,chr17,75182959,-
PTGR3,chr18,75209139,-
C15orf39,chr15,75195643,+
SLC44A5,chr1,75611114,-
CTRB2,chr16,75207161,-
NUP85,chr17,75205659,+
VDAC2,chr10,75210154,+
TSHZ1,chr18,75210755,+
CTRB1,chr16,75218988,+
BCAR1,chr16,75268053,-
COMTD1,chr10,75236030,-
GGA3,chr17,75262363,-
COX7A2,chr6,75250323,-
TPBGL,chr11,75240774,+
TMEM30A,chr6,75284948,-
GOLGA6C,chr15,75258334,+
ARRB1,chr11,75351705,-
MRPS7,chr17,75261674,+
MIF4GD,chr17,75271231,-
SLC25A19,chr17,75289510,-
CAPS2,chr12,75390928,-
FOS,chr14,75278826,+
SPDYE13,chr7,75280790,+
GOLGA6D,chr15,75282835,+
TBC1D4,chr13,75482169,-
FILIP1,chr6,75493800,-
CFDP1,chr16,75433503,-
SPDYE14,chr7,75307376,+
GRB2,chr17,75405709,-
GLIPR1L1,chr12,75334670,+
SPDYE15,chr7,75335343,+
COMMD4,chr15,75336020,+
HMGCR,chr5,75336329,+
NEIL1,chr15,75346955,+
MAN2C1,chr15,75368612,-
CERT1,chr5,75512138,-
ZDHHC15,chrX,75523502,-
SIN3A,chr15,75455842,-
GLIPR1L2,chr12,75391089,+
TRIM73,chr7,75395063,+
ZNF503,chr10,75401764,-
RPS3,chr11,75399518,+
HNF4G,chr8,75407914,+
SMIM21,chr18,75427703,-
ENSG00000261717,chr16,75464706,-
POM121C,chr7,75486299,-
KLHL35,chr11,75433203,-
JDP2,chr14,75427716,+
LRMDA,chr10,75431624,+
GDPD5,chr11,75525941,-
TMEM94,chr17,75441159,+
TMEM170A,chr16,75465497,-
PTPN9,chr15,75579315,-
EVA1A,chr2,75569722,-
CHST6,chr16,75495441,-
RCHY1,chr4,75514764,-
GLIPR1,chr12,75480755,+
KRR1,chr12,75511609,-
SPDYE5,chr7,75492320,+
CASKIN2,chr17,75515537,-
POLK,chr5,75511891,+
THAP6,chr4,75513946,+
TSEN54,chr17,75516060,+
BATF,chr14,75522455,+
LLGL2,chr17,75525080,+
COMMD6,chr13,75549439,-
CHST5,chr16,75536108,-
ENSG00000260092,chr16,75545428,-
HIP1,chr7,75738962,-
TMEM231,chr16,75556269,-
UCHL3,chr13,75549483,+
ODAPH,chr4,75556048,+
SERPINH1,chr11,75562056,+
GABARAPL2,chr16,75566375,+
CDKL2,chr4,75630716,-
FLVCR2,chr14,75578620,+
MAP6,chr11,75669038,-
MYO15B,chr17,75587800,+
ADAT1,chr16,75623300,-
SNUPN,chr15,75626469,-
SENP6,chr6,75601509,+
ANKDD1B,chr5,75611182,+
LMO7,chr13,75620434,+
RECQL5,chr17,75667189,-
KARS1,chr16,75647665,-
SMIM5,chr17,75633434,+
TTLL5,chr14,75633625,+
IMP3,chr15,75648706,-
G3BP2,chr4,75724589,-
SMIM6,chr17,75646243,+
MRPL19,chr2,75646783,+
TERF2IP,chr16,75647773,+
SNX33,chr15,75647912,+
ERG28,chr14,75660876,-
GCFC2,chr2,75710985,-
CPHXL2,chr16,75677009,-
FRG2C,chr3,75664328,+
SAP30BP,chr17,75667338,+
POC5,chr5,75717448,-
CSPG4,chr15,75712848,-
ZNF717,chr3,75785583,-
DUXB,chr16,75701461,-
CPHXL,chr16,75726490,-
MOGAT2,chr11,75717838,+
ITGB4,chr17,75721328,+
CIMAP1C,chr15,75724041,+
ACADM,chr1,75724431,+
USO1,chr4,75724577,+
MYO6,chr6,75749235,+
GALK1,chr17,75765236,-
DGAT2,chr11,75759512,+
CCL26,chr7,75789896,-
H3-3B,chr17,75785486,-
MAGEE2,chrX,75785254,-
UNK,chr17,75784806,+
RABGGTB,chr1,75786197,+
MSH4,chr1,75796882,+
CCL24,chr7,75823356,-
UVRAG,chr11,75815210,+
UNC13D,chr17,75844773,-
RHBDD2,chr7,75842602,+
UBE2Q2,chr15,75843307,+
WBP2,chr17,75856507,-
PPEF2,chr4,75902571,-
TRIM47,chr17,75878581,-
TRIM65,chr17,75896951,-
PCSK5,chr9,75890644,+
MRPL38,chr17,75905093,-
ENSG00000267426,chr17,75930129,-
POR,chr7,75899200,+
IFT43,chr14,75985753,+
FBXO22,chr15,75903878,+
ROBO2,chr3,75906695,+
FBF1,chr17,75941056,-
NAAA,chr4,75941013,-
ASB17,chr1,75932404,-
IMPG1,chr6,76072678,-
NRG4,chr15,76059795,-
SDAD1,chr4,75990962,-
ACOX1,chr17,75979177,-
TGFB3,chr14,75983011,-
TEN1-CDK3,chr17,75979231,+
TEN1,chr17,75979240,+
TMEM120A,chr7,75994638,-
STYXL1,chr7,76048004,-
CDK3,chr17,76000855,+
CXCL9,chr4,76007509,-
EVPL,chr17,76027306,-
ART3,chr4,76011184,+
CXCL10,chr4,76023497,-
PHLDA1,chr12,76031776,-
CXCL11,chr4,76041415,-
NAP1L1,chr12,76084735,-
SRP68,chr17,76072517,-
MDH2,chr7,76048051,+
TMEM266,chr15,76059985,+
ZACN,chr17,76079182,+
ST6GALNAC3,chr1,76074746,+
GALR2,chr17,76074781,+
EXOC7,chr17,76121576,-
SV2C,chr5,76083383,+
NUP54,chr4,76148445,-
FOXJ1,chr17,76141245,-
RNF157,chr17,76240493,-
GPATCH2L,chr14,76151919,+
SCARB2,chr4,76234536,-
PBDC1,chrX,76173040,+
WNT11,chr11,76210736,-
ETFA,chr15,76311730,-
SRRM3,chr7,76201896,+
FAM47E,chr4,76214040,+
FAM47E-STBD1,chr4,76251721,+
UBALD2,chr17,76265348,+
QRICH2,chr17,76308276,-
CNTNAP4,chr16,76277278,+
ENSG00000287694,chr16,76277288,+
HSPB1,chr7,76302673,+
STBD1,chr4,76306733,+
